gene_id	string_protein_id	propagate_score
CYP2A13	9606.ENSP00000332679	3.546680806213282e-05
GGT6	9606.ENSP00000370962	4.8239491543445456e-05
GPX8	9606.ENSP00000423822	9.595866398346006e-05
GPX5	9606.ENSP00000392398	9.495712744091334e-05
GPX2	9606.ENSP00000374265	0.00010324173196521913
GSS	9606.ENSP00000495750	3.871568294257654e-05
CYP2F1	9606.ENSP00000333534	8.995362587236063e-06
GPX6	9606.ENSP00000354581	9.564626228929616e-05
GSTM5	9606.ENSP00000256593	4.129980733750587e-05
GPX4	9606.ENSP00000346103	6.879328049561643e-05
PRDX6	9606.ENSP00000342026	4.3453179939085596e-05
GSTM3	9606.ENSP00000354357	4.301586891322764e-05
SLCO6A1	9606.ENSP00000421339	7.54452625090555e-05
TXNDC12	9606.ENSP00000360688	4.018252507691815e-05
MAPK13	9606.ENSP00000211287	0.0006296867418909924
PTPN5	9606.ENSP00000351342	4.863510312871412e-05
BCL10	9606.ENSP00000498104	0.00010822395095960504
ESR2	9606.ENSP00000343925	0.00016953706988903644
RAPGEF3	9606.ENSP00000395708	9.378717651201547e-05
JUNB	9606.ENSP00000303315	0.0001743470725636416
NEFM	9606.ENSP00000221166	5.581965143505721e-05
MAP2K3	9606.ENSP00000345083	0.00012994304837348595
CARD9	9606.ENSP00000360797	7.55047946199389e-05
DUSP2	9606.ENSP00000288943	3.724104833644576e-05
NEFH	9606.ENSP00000311997	6.291935009303244e-05
PRKG2	9606.ENSP00000264399	9.619437648140499e-05
NEFL	9606.ENSP00000482169	7.739172776394453e-05
MAPK12	9606.ENSP00000215659	0.0006468195124919715
DLG1	9606.ENSP00000345731	0.00013129122953565672
MAP2K2	9606.ENSP00000262948	0.00011661962020876068
RAPGEF4	9606.ENSP00000380271	9.501404325012713e-05
CEBPB	9606.ENSP00000305422	0.00213625494584956
DUSP9	9606.ENSP00000345853	3.873301395661872e-05
DUSP10	9606.ENSP00000355866	3.7185342234660164e-05
FOXO4	9606.ENSP00000363377	0.00026083666549508614
MAPKAPK2	9606.ENSP00000356070	7.125967240271915e-05
MAP2K6	9606.ENSP00000468348	9.803491674122336e-05
DUSP7	9606.ENSP00000417183	4.094749605172327e-05
ELK4	9606.ENSP00000350681	4.7136383230596695e-05
ELK1	9606.ENSP00000366182	5.6450209062207775e-05
MAP2K7	9606.ENSP00000381070	0.0001117562896597854
MAP2K1	9606.ENSP00000302486	0.0002396693557827852
PTPRR	9606.ENSP00000283228	4.5692865314272387e-05
PTPN7	9606.ENSP00000309116	4.736873591747646e-05
MAPKAPK3	9606.ENSP00000396467	3.838109103907175e-05
DUSP3	9606.ENSP00000226004	4.841124859582042e-05
RPS6KA4	9606.ENSP00000333896	3.2310144215841675e-05
DUSP8	9606.ENSP00000380530	3.527364332180029e-05
HSPB2	9606.ENSP00000302476	9.415904932153018e-05
DUSP5	9606.ENSP00000358596	4.529576306617245e-05
FOXO3	9606.ENSP00000339527	0.0013101957095237255
MAPKAPK5	9606.ENSP00000449381	7.079988203279511e-05
DUSP4	9606.ENSP00000240100	3.682910348882378e-05
CDC25B	9606.ENSP00000245960	0.0002742080141360342
SP1	9606.ENSP00000329357	0.0021362631980130107
MAPK8IP2	9606.ENSP00000330572	4.776972996516684e-05
PRKG1	9606.ENSP00000363092	0.00010331392929893123
FOSL2	9606.ENSP00000264716	0.00010441060348587848
MAP2K4	9606.ENSP00000410402	0.00010552148489385701
CARM1	9606.ENSP00000325690	0.00020619692731549356
FOSB	9606.ENSP00000245919	0.00015632277421843426
DUSP16	9606.ENSP00000298573	3.83795584089444e-05
MAPK11	9606.ENSP00000333685	0.0006388212365840139
MALT1	9606.ENSP00000497997	9.559481306678028e-05
PRRT1	9606.ENSP00000211413	9.977356530266937e-07
DXO	9606.ENSP00000364498	1.9820048762599278e-05
TGFB1I1	9606.ENSP00000378332	3.6077281840732834e-05
SORBS1	9606.ENSP00000360293	4.31473919045537e-05
TPM2	9606.ENSP00000496494	4.515309139687374e-05
LIMS1	9606.ENSP00000337598	1.7706762606404975e-05
PIP4K2C	9606.ENSP00000347032	6.992968345992723e-05
PIP5K1B	9606.ENSP00000265382	8.341478932032087e-05
ARPC2	9606.ENSP00000295685	5.788878376704593e-05
NEXN	9606.ENSP00000333938	1.407517529836732e-05
CALD1	9606.ENSP00000354826	3.786882933438587e-05
GSN	9606.ENSP00000362924	8.357227003417776e-05
MYLK	9606.ENSP00000353452	4.721727589702826e-05
PDLIM1	9606.ENSP00000360305	1.0150180132115192e-05
PIP5K1A	9606.ENSP00000357883	8.458336582583047e-05
MACF1	9606.ENSP00000354573	1.2830807013451529e-05
PIP4K2A	9606.ENSP00000365757	7.381233857361168e-05
TTN	9606.ENSP00000467141	0.00010123538049750064
TNS2	9606.ENSP00000319756	6.539326608874302e-06
ZYX	9606.ENSP00000324422	3.692349744292581e-05
PIP5K1C	9606.ENSP00000466363	9.038680557316418e-05
FERMT1	9606.ENSP00000217289	1.236862225846155e-05
MYL9	9606.ENSP00000279022	7.119124233443272e-05
RAVER1	9606.ENSP00000482486	1.5106859855541736e-05
PFN3	9606.ENSP00000351379	4.8746496591572067e-05
SORBS2	9606.ENSP00000347852	1.5258039934475803e-05
SYNM	9606.ENSP00000336775	1.6613461130168787e-05
PIP4K2B	9606.ENSP00000482548	6.593485720919929e-05
ILK	9606.ENSP00000379975	9.444699444827677e-05
SORBS3	9606.ENSP00000240123	1.4026229193139484e-05
PXN	9606.ENSP00000267257	0.00015877080918342719
TPM4	9606.ENSP00000494125	4.334931929083509e-05
LPXN	9606.ENSP00000431284	8.64279118081248e-06
CFL1	9606.ENSP00000432660	0.00011568381722737515
TPM1	9606.ENSP00000351022	5.673379129366697e-05
CSK	9606.ENSP00000220003	6.575628763724551e-05
SCIN	9606.ENSP00000297029	4.449464081839429e-05
MYH11	9606.ENSP00000379616	5.538813614984055e-05
CNN2	9606.ENSP00000456436	6.9265141868874916e-06
PFN4	9606.ENSP00000322170	5.998004686894206e-05
ACTN2	9606.ENSP00000355537	5.952657853907541e-05
CFL2	9606.ENSP00000298159	7.464224836838613e-05
TLNRD1	9606.ENSP00000267984	2.599214477355223e-06
DMD	9606.ENSP00000354923	6.873171065176061e-05
GIT2	9606.ENSP00000347464	2.7448134592444522e-05
PFN1	9606.ENSP00000225655	8.619831196460351e-05
FERMT3	9606.ENSP00000279227	3.251278553069284e-05
ACTR2	9606.ENSP00000367220	0.00039831446716012686
RPS6KB1	9606.ENSP00000225577	0.00023075370354835563
TFAM	9606.ENSP00000420588	6.652225215744547e-05
HDAC8	9606.ENSP00000362674	0.00016627580822740697
ESRRA	9606.ENSP00000384851	5.18211539241574e-05
SIRT7	9606.ENSP00000329466	6.963522402352139e-05
YY1	9606.ENSP00000262238	0.00044778637410135296
ASF1A	9606.ENSP00000229595	0.00012930273450585352
BAHD1	9606.ENSP00000396976	2.468260507015358e-05
KAT6A	9606.ENSP00000265713	0.0001034203139318779
NRF1	9606.ENSP00000342351	3.503407862838194e-05
ACSS1	9606.ENSP00000316924	3.974428536471694e-05
ADIPOR1	9606.ENSP00000341785	4.944627259281241e-05
IRS2	9606.ENSP00000365016	0.00011524912884149105
MFN2	9606.ENSP00000416338	0.00012905161041449747
BAX	9606.ENSP00000293288	0.0001815433787361455
HMOX1	9606.ENSP00000216117	0.00011484937343503204
HDAC9	9606.ENSP00000408617	0.00012732192680637986
BRINP1	9606.ENSP00000265922	6.152442729083358e-06
RECQL4	9606.ENSP00000482313	0.0002413730373672514
EED	9606.ENSP00000338186	0.00020955543016624818
HIC1	9606.ENSP00000314080	7.272038431885754e-05
TDG	9606.ENSP00000376611	9.751045284139486e-05
CCAR2	9606.ENSP00000310670	4.0506299089623105e-05
HDAC4	9606.ENSP00000264606	0.0002706233867592593
SMAD3	9606.ENSP00000332973	0.003233142358131431
ELAVL1	9606.ENSP00000385269	0.00028411281073542437
DOT1L	9606.ENSP00000381657	0.00014224439749424827
H4C7	9606.ENSP00000477870	0.00018631935870908064
PRMT1	9606.ENSP00000406162	0.00017937167829844777
HDAC10	9606.ENSP00000216271	5.693027228160611e-05
MYOD1	9606.ENSP00000250003	0.00024349486162939568
ZEB1	9606.ENSP00000354487	0.00025454353699284253
USP22	9606.ENSP00000261497	0.00010914374227850267
BAZ2A	9606.ENSP00000446880	4.0425545821721235e-05
RICTOR	9606.ENSP00000296782	0.00016348263819119846
ADIPOQ	9606.ENSP00000389814	0.00013732794696893265
TGFBR3	9606.ENSP00000212355	2.674535757981147e-05
ACVR2A	9606.ENSP00000241416	0.0001558664093669149
WLS	9606.ENSP00000346829	2.983821378517131e-05
IGKV2D-28	9606.ENSP00000452662	2.7944401158665716e-05
INHA	9606.ENSP00000243786	1.8327414723385624e-05
TMED1	9606.ENSP00000214869	4.756061830161411e-06
IL1RL1	9606.ENSP00000233954	2.0351545308838112e-05
TMED2	9606.ENSP00000262225	4.630440028960926e-05
TMED10	9606.ENSP00000303145	6.185394778769106e-05
TMED9	9606.ENSP00000330945	1.5609537443247664e-05
MZF1	9606.ENSP00000215057	6.474052764836325e-06
ZNF202	9606.ENSP00000432504	1.3151787299589602e-06
PLVAP	9606.ENSP00000252590	3.6303146895211802e-06
ZNF24	9606.ENSP00000382015	2.3182972411030403e-05
ZSCAN1	9606.ENSP00000282326	9.134539222684586e-06
SCAND1	9606.ENSP00000363103	2.0053321235339672e-05
NINJ1	9606.ENSP00000364595	1.6832732735939761e-06
KATNAL2	9606.ENSP00000245121	2.1482130797080813e-05
EIF3F	9606.ENSP00000431800	7.410204322866239e-05
STXBP5L	9606.ENSP00000273666	9.257978068861968e-06
UNC13A	9606.ENSP00000429562	2.5674948643452368e-05
SYN1	9606.ENSP00000295987	5.93626590181911e-05
UNC13B	9606.ENSP00000479261	3.418667801470045e-05
STXBP1	9606.ENSP00000362399	3.996482976119845e-05
ATP6V0B	9606.ENSP00000434729	4.127316197306968e-05
C17orf80	9606.ENSP00000351937	1.384113314352155e-05
PPA1	9606.ENSP00000362329	2.780690411215377e-05
ATP6V0C	9606.ENSP00000329757	5.168219511792853e-05
CNST	9606.ENSP00000355470	4.6516110821695624e-05
KDM5C	9606.ENSP00000364550	5.603291236876923e-05
ATP5MPL	9606.ENSP00000401770	1.4790994413118932e-05
LIM2	9606.ENSP00000221973	3.444167450678092e-05
DMAC2L	9606.ENSP00000451583	8.08566715403316e-06
ATP5MC1	9606.ENSP00000377033	5.281074774055794e-05
ATP6V1D	9606.ENSP00000216442	4.022510110872285e-05
ATP5MC2	9606.ENSP00000499883	4.610404242493051e-05
JARID2	9606.ENSP00000341280	0.0001397050749166003
ATP5MC3	9606.ENSP00000284727	5.1380526700638676e-05
MT-ATP8	9606.ENSP00000355265	2.5202031350580955e-05
AK9	9606.ENSP00000410186	7.134147942286197e-05
HPRT1	9606.ENSP00000298556	0.00016126084313644248
ATP6V1B1	9606.ENSP00000234396	4.452401409293032e-05
ATP6V1F	9606.ENSP00000417378	3.1437912704908265e-05
PPA2	9606.ENSP00000343885	2.6612558857138347e-05
KDM5A	9606.ENSP00000382688	0.00011680147356489376
ATP6V1E1	9606.ENSP00000253413	4.044144028955626e-05
ATP5IF1	9606.ENSP00000335203	1.7854192065854417e-05
ATP6V1A	9606.ENSP00000273398	3.952994666146562e-05
ATP6V1B2	9606.ENSP00000276390	4.810843762348135e-05
ATP5F1E	9606.ENSP00000243997	3.4485079041777016e-05
SMIM24	9606.ENSP00000215531	2.4978066837787856e-06
ECI2	9606.ENSP00000369461	2.1766056630552767e-05
HSDL2	9606.ENSP00000381785	5.438617897348472e-05
NMRAL1	9606.ENSP00000458762	1.8450628108492482e-05
NA	9606.ENSP00000466639	1.2028577484658314e-05
HTATIP2	9606.ENSP00000392985	1.8155877217251405e-05
BLVRB	9606.ENSP00000263368	2.525895386342218e-05
N4BP2L2	9606.ENSP00000382328	4.4997681339395623e-07
SLC25A24	9606.ENSP00000457733	1.4212314340914318e-05
SLC25A41	9606.ENSP00000322649	1.1236246454619317e-05
SLC25A23	9606.ENSP00000301454	1.6155279722116205e-05
SLC25A25	9606.ENSP00000362160	1.171426508475397e-05
CNP	9606.ENSP00000377470	1.7439956968894014e-05
N4BP2	9606.ENSP00000261435	4.4997681339395623e-07
TMEM254	9606.ENSP00000361355	1.2364774896866572e-05
N4BP2L1	9606.ENSP00000369473	4.4997681339395623e-07
TECR	9606.ENSP00000215567	2.05324048032728e-05
ERMAP	9606.ENSP00000361595	3.6261625809264837e-06
ELOVL2	9606.ENSP00000346693	8.355152169515141e-06
HACD3	9606.ENSP00000261875	9.755755745042589e-06
DNAJB7	9606.ENSP00000307197	6.382591905563652e-06
HACD4	9606.ENSP00000419503	9.755755745042589e-06
HACD1	9606.ENSP00000355308	1.2665312814362673e-05
ELOVL6	9606.ENSP00000378105	1.676251589981824e-05
THEM4	9606.ENSP00000357804	2.457287750159238e-05
ELOVL4	9606.ENSP00000358831	1.59286663001741e-05
THEM5	9606.ENSP00000357807	6.330904527701321e-06
ACOT7	9606.ENSP00000367086	9.96072253823895e-06
HACD2	9606.ENSP00000373153	9.755755745042585e-06
SCD	9606.ENSP00000359380	4.141754697428134e-05
SCP2	9606.ENSP00000360569	4.216586639903339e-05
ACOT4	9606.ENSP00000323071	1.2077876847647564e-05
ACOT1	9606.ENSP00000311224	1.3550162071973811e-05
ACOT2	9606.ENSP00000238651	1.4178920993466284e-05
FADS1	9606.ENSP00000322229	1.0733408566226802e-05
TIMM13	9606.ENSP00000215570	1.7541704173441152e-05
TIMM10B	9606.ENSP00000254616	9.286749239364007e-06
GFER	9606.ENSP00000248114	3.192071005130177e-05
SLC25A13	9606.ENSP00000400101	5.8093774026046085e-06
SLC25A12	9606.ENSP00000388658	3.992738208981835e-06
TMPRSS9	9606.ENSP00000497651	6.745581991694372e-07
TIMM8B	9606.ENSP00000438455	1.2216143776812187e-05
LMNB2	9606.ENSP00000327054	4.529503730170359e-05
TIMM8A	9606.ENSP00000361993	1.3448024153639828e-05
CDC34	9606.ENSP00000215574	8.746413149035287e-05
RNF7	9606.ENSP00000273480	0.00011110724376437418
UBE2M	9606.ENSP00000253023	0.00014928632087519728
UBE2R2	9606.ENSP00000263228	2.5104981255838566e-05
MGRN1	9606.ENSP00000262370	2.616026179253625e-05
MARCHF1	9606.ENSP00000427223	9.660685446611377e-06
UBA1	9606.ENSP00000338413	0.00014103225511688508
UBA6	9606.ENSP00000313454	7.270427314257167e-05
EGLN1	9606.ENSP00000355601	6.84492402578737e-05
UBE2V1	9606.ENSP00000340305	8.677958178291089e-05
UBA7	9606.ENSP00000333266	6.703648702699835e-05
FLI1	9606.ENSP00000433488	8.148861351879066e-05
MISP	9606.ENSP00000215582	1.8299072374759566e-06
TULP4	9606.ENSP00000356064	2.451845063869973e-06
MASP1	9606.ENSP00000296280	1.6763910075301667e-05
GADD45B	9606.ENSP00000215631	0.0004791025712237732
CNOT10	9606.ENSP00000399862	4.61281303769419e-05
CNOT1	9606.ENSP00000320949	9.91849650503036e-05
CNOT11	9606.ENSP00000289382	4.5459420385821016e-05
MAP3K4	9606.ENSP00000375986	9.120544349555521e-05
CNOT6	9606.ENSP00000481893	5.087603511319209e-05
CNOT3	9606.ENSP00000351159	6.188317039700781e-05
GADD45G	9606.ENSP00000252506	0.0004781939044136639
CCNB3	9606.ENSP00000365210	0.00026090106394158105
CNOT9	9606.ENSP00000486540	5.959371772561517e-05
CNOT7	9606.ENSP00000355279	7.607322764007376e-05
CSRNP1	9606.ENSP00000273153	1.954780857264852e-05
NTAN1	9606.ENSP00000287706	1.4936943917834473e-05
NKX2-3	9606.ENSP00000342828	2.5429723270865335e-06
IGKV2D-29	9606.ENSP00000483567	3.137410967608318e-05
IGBP1	9606.ENSP00000363661	2.7842179072272905e-05
ACKR4	9606.ENSP00000249887	1.4919070343031824e-05
PTPN4	9606.ENSP00000263708	1.2741731886704218e-05
MYOG	9606.ENSP00000241651	7.550456220245477e-05
RCSD1	9606.ENSP00000356828	1.3140958107680688e-05
SNTA1	9606.ENSP00000217381	3.41098794278426e-05
PTPN3	9606.ENSP00000363667	9.113167790143578e-06
MEF2B	9606.ENSP00000402154	4.0362460143224776e-05
CFI	9606.ENSP00000378131	1.857796325098016e-05
TFPI	9606.ENSP00000233156	2.987453960191576e-05
PROS1	9606.ENSP00000377783	1.9428553571958446e-05
F13B	9606.ENSP00000356382	1.1592183943233216e-05
HABP2	9606.ENSP00000277903	1.3522437822593286e-05
F10	9606.ENSP00000364709	2.940249557439436e-05
KLKB1	9606.ENSP00000264690	2.632832384157464e-05
DGCR6L	9606.ENSP00000248879	8.463676745565936e-06
TSNARE1	9606.ENSP00000303437	1.5165684716892858e-05
VPS33A	9606.ENSP00000267199	2.990735459286989e-05
EPG5	9606.ENSP00000282041	1.013880825380043e-05
VPS51	9606.ENSP00000279281	1.9308960923734974e-05
VAMP5	9606.ENSP00000305647	1.1720331420247846e-05
EHD1	9606.ENSP00000479153	2.8841721074858603e-05
RBSN	9606.ENSP00000253699	2.6173712188303975e-05
PI4KA	9606.ENSP00000255882	4.857225691572431e-05
THAP7	9606.ENSP00000215742	1.7950477002193382e-05
THAP1	9606.ENSP00000254250	8.783744532135333e-05
SET	9606.ENSP00000361777	4.1802501113283665e-05
MMP11	9606.ENSP00000215743	1.0221871622044901e-05
CRYBG1	9606.ENSP00000358062	2.8486487596432153e-06
COL10A1	9606.ENSP00000327368	2.6852039487764935e-05
MMP1	9606.ENSP00000322788	6.680807077269986e-05
DENND2B	9606.ENSP00000433528	5.501419853774654e-06
IL4I1	9606.ENSP00000472474	6.668567360937239e-05
NME1	9606.ENSP00000337060	6.295195672831356e-05
GOT1	9606.ENSP00000359539	7.21680052803792e-05
ACKR3	9606.ENSP00000272928	2.2955149682731812e-05
GOT1L1	9606.ENSP00000303077	6.956485369419307e-05
KRT7	9606.ENSP00000329243	4.7008861135764063e-05
PARK7	9606.ENSP00000340278	0.0001319443784445267
TAT	9606.ENSP00000348234	3.801326120143201e-05
OSM	9606.ENSP00000215781	7.224537615433676e-05
IL13RA1	9606.ENSP00000360730	5.2940477066033275e-05
CRLF2	9606.ENSP00000370978	4.4959929318170616e-05
LEPR	9606.ENSP00000330393	8.401608931004833e-05
PRLR	9606.ENSP00000482954	4.479369420643637e-05
OSMR	9606.ENSP00000274276	3.55120404413686e-05
MPL	9606.ENSP00000361548	4.843407792470481e-05
TYK2	9606.ENSP00000431885	0.00014859691274287507
IL11	9606.ENSP00000264563	7.508844162592155e-05
IL6ST	9606.ENSP00000370698	7.642919336442477e-05
LIF	9606.ENSP00000249075	8.306790479671373e-05
IL31RA	9606.ENSP00000498630	5.819691838263128e-06
IL11RA	9606.ENSP00000450565	3.328758179405384e-05
CTF1	9606.ENSP00000279804	2.1215551574535997e-05
LIFR	9606.ENSP00000398368	5.894956647157411e-05
IL13RA2	9606.ENSP00000361004	4.783394157592099e-05
CNTF	9606.ENSP00000355370	6.701635697146118e-05
CNTFR	9606.ENSP00000368265	2.5826881868149617e-05
EPOR	9606.ENSP00000222139	8.331827615495691e-05
IL10RB	9606.ENSP00000290200	7.551438380228373e-05
IL31	9606.ENSP00000366234	1.5056282622680278e-05
CSF3R	9606.ENSP00000362195	0.00010578578828693659
CSF2RB	9606.ENSP00000384053	6.770448710317578e-05
PRPF40B	9606.ENSP00000448073	2.7983670393701296e-05
WBP4	9606.ENSP00000368801	3.931034023831365e-05
PPIH	9606.ENSP00000306614	3.0092142442687612e-05
LSM10	9606.ENSP00000319341	4.1229612961234756e-05
SRSF2	9606.ENSP00000376276	0.00012860849825037143
SNRPC	9606.ENSP00000244520	5.297707161936251e-05
SNRNP70	9606.ENSP00000472998	0.00010887787440997818
LUC7L3	9606.ENSP00000376919	4.116348524359475e-05
DDX46	9606.ENSP00000416534	4.7207977551684454e-05
TRNAU1AP	9606.ENSP00000362936	2.4457695320370654e-05
SMU1	9606.ENSP00000380336	5.215700862563566e-05
PUF60	9606.ENSP00000434359	4.1321201161965855e-05
LRMDA	9606.ENSP00000480240	2.459882451191557e-05
SRSF6	9606.ENSP00000244020	5.819486744290947e-05
IK	9606.ENSP00000396301	4.533497306594845e-05
RBM17	9606.ENSP00000388638	2.1850935898299844e-05
NCBP2L	9606.ENSP00000492033	1.834967657701478e-05
USP39	9606.ENSP00000312981	3.048098494097534e-05
PRPF40A	9606.ENSP00000386458	5.534633730780908e-05
NA	9606.ENSP00000496019	1.796971429193664e-05
RBM25	9606.ENSP00000261973	6.115620839586897e-05
CCDC97	9606.ENSP00000269967	5.86000758391762e-06
CHERP	9606.ENSP00000439856	1.758714169969879e-05
PRPF39	9606.ENSP00000348010	2.2840715523619946e-05
LUC7L2	9606.ENSP00000347005	3.005869518388402e-05
U2SURP	9606.ENSP00000418563	2.6530797969584136e-05
ZC3H18	9606.ENSP00000416951	1.1597380756879806e-05
RBM39	9606.ENSP00000253363	6.662909154495647e-05
C6orf52	9606.ENSP00000259983	1.9956488500662396e-05
DDX23	9606.ENSP00000310723	5.388502157062436e-05
DDX42	9606.ENSP00000464050	1.3625977448209109e-05
SMNDC1	9606.ENSP00000358616	1.2873993526181168e-05
TXNL4A	9606.ENSP00000269601	4.8109464875037665e-05
PRR3	9606.ENSP00000365744	8.034807570967995e-06
HTATSF1	9606.ENSP00000442699	4.3373290747787174e-05
C19orf54	9606.ENSP00000367564	1.7855437573699345e-05
USP18	9606.ENSP00000215794	7.036354929902872e-05
IFI44L	9606.ENSP00000359787	4.433693160791992e-05
IFIT2	9606.ENSP00000490935	5.051247699171795e-05
IRF9	9606.ENSP00000380073	8.910831351074464e-05
MX1	9606.ENSP00000381601	7.610459167296266e-05
OAS1	9606.ENSP00000388001	5.289819059731528e-05
XAF1	9606.ENSP00000354822	4.919690197279645e-05
HERC5	9606.ENSP00000264350	3.722638039209711e-05
IFIT5	9606.ENSP00000360860	3.038518289458522e-05
OAS2	9606.ENSP00000342278	4.9752834375657576e-05
DDX60	9606.ENSP00000377344	3.360881453052043e-05
EPSTI1	9606.ENSP00000318982	2.7225698116357123e-05
RTP4	9606.ENSP00000259030	2.6122457525630234e-05
USP41	9606.ENSP00000414922	3.851435058361656e-06
CMPK2	9606.ENSP00000256722	7.188380622389231e-05
DHX58	9606.ENSP00000251642	4.77586286489886e-05
RSAD2	9606.ENSP00000371471	6.039952889317521e-05
IFNAR1	9606.ENSP00000270139	9.605881980299384e-05
IFI27	9606.ENSP00000483430	2.9999627130567175e-05
IRF1	9606.ENSP00000245414	0.00016527598508058423
IFI44	9606.ENSP00000359783	4.579732108049546e-05
IFIH1	9606.ENSP00000497271	0.0001280754884101037
IFNAR2	9606.ENSP00000343957	6.309523816980559e-05
IRF7	9606.ENSP00000380697	0.00015646295511971862
STAT2	9606.ENSP00000315768	0.000138079422798337
OASL	9606.ENSP00000257570	4.0904785131526755e-05
OAS3	9606.ENSP00000228928	3.8453970391280886e-05
EIF2AK2	9606.ENSP00000233057	0.00012452213999061116
IFIT3	9606.ENSP00000360876	6.378392861334712e-05
IFI6	9606.ENSP00000342513	3.642894349183607e-05
DDX58	9606.ENSP00000369213	0.00016960040595807253
HERC6	9606.ENSP00000264346	2.6677282151482e-05
UBE2L6	9606.ENSP00000287156	5.931215669947481e-05
TERT	9606.ENSP00000309572	0.0005908621268909155
RBM41	9606.ENSP00000361557	1.632629186754103e-05
GEMIN4	9606.ENSP00000321706	2.232865521211457e-05
LSM1	9606.ENSP00000310596	2.7207612283960236e-05
PHAX	9606.ENSP00000297540	2.765254804822212e-05
NAA38	9606.ENSP00000332103	1.5140502620958411e-05
SNUPN	9606.ENSP00000454852	2.0681769670258622e-05
SYMPK	9606.ENSP00000245934	0.00011991985515948407
PTBP1	9606.ENSP00000349428	9.402164867120834e-05
GEMIN8	9606.ENSP00000369895	1.3398413524748943e-05
HNRNPM	9606.ENSP00000325376	9.311762673022744e-05
AAR2	9606.ENSP00000363043	1.5968054114663532e-05
CD2BP2	9606.ENSP00000304903	2.2253454313661468e-05
FMC1-LUC7L2	9606.ENSP00000440222	1.22821630449459e-05
GEMIN7	9606.ENSP00000270257	1.442357123876136e-05
ERH	9606.ENSP00000451080	9.697001949876544e-05
CLNS1A	9606.ENSP00000433919	2.053646951224344e-05
CPSF3	9606.ENSP00000238112	6.594840374597177e-05
NOP10	9606.ENSP00000332198	5.425773639101628e-05
SPACA6	9606.ENSP00000490829	6.6354808608486345e-06
TXNL4B	9606.ENSP00000268483	1.693606303573801e-05
SMN1	9606.ENSP00000370083	5.284799531622786e-05
SRSF3	9606.ENSP00000362820	9.566487154180251e-05
HNRNPU	9606.ENSP00000491215	0.0001255727174416691
DDX20	9606.ENSP00000358716	3.433495143956171e-05
TGS1	9606.ENSP00000260129	1.4875780349378842e-05
WDR77	9606.ENSP00000235090	0.00011770810748107182
HNRNPK	9606.ENSP00000365458	0.0002042737201770608
RBM42	9606.ENSP00000262633	2.5623454994896684e-05
WRAP53	9606.ENSP00000324203	6.27828071383326e-05
TMIGD2	9606.ENSP00000301272	8.063667819005701e-06
SNRNP27	9606.ENSP00000244227	2.50888502078679e-05
NVL	9606.ENSP00000281701	2.989008023381777e-05
STRAP	9606.ENSP00000392270	2.591174525486609e-05
HNRNPR	9606.ENSP00000363745	7.02863835694463e-05
LSM11	9606.ENSP00000286307	3.956511784041365e-05
SSB	9606.ENSP00000386636	3.0489556376579054e-05
HNRNPH1	9606.ENSP00000349168	0.00010222846023738633
TRA2B	9606.ENSP00000416959	6.824265345285701e-05
GEMIN6	9606.ENSP00000281950	1.3443898273355092e-05
TEP1	9606.ENSP00000262715	4.394928802168721e-05
GEMIN5	9606.ENSP00000285873	2.3409515744531987e-05
SMN2	9606.ENSP00000370119	2.951840332704826e-05
PRPF4B	9606.ENSP00000337194	4.230385558402597e-05
PRMT5	9606.ENSP00000319169	0.0002772778147757362
TAF15	9606.ENSP00000474096	5.02643753494825e-05
GEMIN2	9606.ENSP00000308533	1.8589059000961524e-05
HNRNPA1	9606.ENSP00000341826	0.00017143838651386125
JMJD7-PLA2G4B	9606.ENSP00000371886	1.8328821633586086e-05
ATP1B4	9606.ENSP00000218008	2.3631409978109195e-05
BAD	9606.ENSP00000378040	0.0001146880598029424
DAPK3	9606.ENSP00000442973	3.249092068098828e-05
KSR1	9606.ENSP00000381958	8.372084356351528e-05
SMAD1	9606.ENSP00000305769	0.00013878668483488214
SLC9A1	9606.ENSP00000263980	6.715394167339186e-05
ATP1A4	9606.ENSP00000357060	3.0036450270567876e-05
PLA2G4C	9606.ENSP00000472546	2.9431801574933558e-05
RPS6KA2	9606.ENSP00000422435	5.731741691322883e-05
PLAAT3	9606.ENSP00000320337	5.67755308814003e-05
ROCK2	9606.ENSP00000317985	8.03235169043373e-05
EGR1	9606.ENSP00000239938	0.0005829517803704083
RPS6KA3	9606.ENSP00000368884	5.949275816149404e-05
ATP1A3	9606.ENSP00000444688	3.913538414764179e-05
NFATC3	9606.ENSP00000300659	6.166207798171224e-05
PTPRA	9606.ENSP00000369756	1.884972135985668e-05
PCYT1A	9606.ENSP00000292823	3.130735845271258e-05
PLA2G4A	9606.ENSP00000356436	5.643477527931641e-05
DAPK2	9606.ENSP00000484390	2.5109929944852755e-05
GNRH2	9606.ENSP00000245983	3.030287976817751e-05
RPS6KA6	9606.ENSP00000262752	4.216154471756437e-05
ATP1B1	9606.ENSP00000356790	4.9223766373467345e-05
DUSP6	9606.ENSP00000279488	2.569013910827516e-05
TBX3	9606.ENSP00000257566	3.550298014744234e-05
HMGB1	9606.ENSP00000345347	9.772421939425839e-05
ETS2	9606.ENSP00000353344	6.801103630983052e-05
PRKCG	9606.ENSP00000263431	0.00016417109653226017
ATP1B3	9606.ENSP00000286371	3.2149158014589145e-05
