gene_id	string_protein_id	propagate_score
SYNRG	9606.ENSP00000483453	7.293709281926742e-05
AP2A2	9606.ENSP00000327694	6.272645871615136e-05
AP3S2	9606.ENSP00000338777	3.425936317971552e-05
AP1M1	9606.ENSP00000388996	6.962772614812529e-05
AP3B2	9606.ENSP00000440984	1.7282763249374233e-05
AP5M1	9606.ENSP00000261558	3.088442815622449e-05
AP4E1	9606.ENSP00000261842	5.898762435956182e-05
AP1G1	9606.ENSP00000377148	5.970124397204952e-05
AP5S1	9606.ENSP00000481750	2.4750084463126108e-05
AFTPH	9606.ENSP00000238855	3.520135673548436e-05
AP2A1	9606.ENSP00000351926	8.634154182570121e-05
POLG	9606.ENSP00000399851	5.733938090550953e-05
POLG2	9606.ENSP00000442563	5.0694229854291795e-05
CHRAC1	9606.ENSP00000220913	5.5093808135536506e-05
POLD4	9606.ENSP00000311368	3.391054889640297e-05
PEX19	9606.ENSP00000357051	2.7470807069766323e-05
CRCP	9606.ENSP00000378736	5.902805312531871e-05
POLE4	9606.ENSP00000420176	8.858908854151035e-05
RAD51AP1	9606.ENSP00000228843	0.00019403021536342304
INSRR	9606.ENSP00000357178	2.653255003506702e-05
SHC3	9606.ENSP00000364995	7.775492505524204e-05
SHC4	9606.ENSP00000329668	7.012653324679444e-05
RASGRP3	9606.ENSP00000385886	4.392229940709323e-05
GAB1	9606.ENSP00000262995	7.885378915095679e-05
ABI2	9606.ENSP00000295851	5.197289502780945e-05
ARL4A	9606.ENSP00000379898	3.1281286954194124e-05
RRAS	9606.ENSP00000246792	0.0005053567236225
RRAS2	9606.ENSP00000256196	0.00046258391339530636
SHC2	9606.ENSP00000264554	7.428378508930041e-05
MRAS	9606.ENSP00000289104	0.00046011434632393515
GNPNAT1	9606.ENSP00000216410	1.1450683213832008e-05
GALE	9606.ENSP00000483375	2.186927063286994e-05
GFPT2	9606.ENSP00000253778	2.3700284801553086e-05
GNPDA2	9606.ENSP00000295448	3.137555707922866e-05
GNPDA1	9606.ENSP00000423674	1.2783342337352296e-05
GPD1	9606.ENSP00000301149	2.1609634842911377e-05
NAGK	9606.ENSP00000477639	1.0544907196028668e-05
UAP1	9606.ENSP00000271469	8.332691309318271e-06
NA	9606.ENSP00000455561	1.4293992293585352e-05
CNIH1	9606.ENSP00000216416	1.2896628137449833e-05
AREG	9606.ENSP00000379097	6.878724171184939e-05
GSG1L	9606.ENSP00000394954	4.086166595251649e-06
SEC24B	9606.ENSP00000428564	4.679918360174841e-05
NT5C1A	9606.ENSP00000235628	7.336206029356553e-05
CCDC115	9606.ENSP00000259229	1.6397827925407528e-05
ATP6V1G3	9606.ENSP00000417171	1.6974095668006507e-05
ATP4A	9606.ENSP00000262623	2.1657264089876154e-05
ATP6V1C2	9606.ENSP00000272238	2.3094382203968967e-05
C9orf16	9606.ENSP00000362085	7.050192794192867e-07
ATP6V1H	9606.ENSP00000352522	2.7673066810342493e-05
RNASEK	9606.ENSP00000449500	2.1991192409973235e-05
ATP6V0E2	9606.ENSP00000411672	2.286254713550236e-05
ATP6AP1	9606.ENSP00000358777	2.7066187312725174e-05
LAMTOR5	9606.ENSP00000256644	6.0432509434840795e-05
ATP6V1E2	9606.ENSP00000304891	2.373526493313522e-05
TMEM199	9606.ENSP00000292114	1.682193440208321e-05
ATP6AP2	9606.ENSP00000490083	2.9954455111692837e-05
ATP6V0A4	9606.ENSP00000308122	2.7408093486635502e-05
MEAK7	9606.ENSP00000343635	1.1170421367079353e-05
ATP6V0A1	9606.ENSP00000264649	2.6960098850589683e-05
ATP6V0A2	9606.ENSP00000332247	3.736227051040428e-05
ATP6AP1L	9606.ENSP00000391381	1.7058302442828535e-05
ATP12A	9606.ENSP00000218548	3.606303714368004e-05
ATP6V0D2	9606.ENSP00000285393	2.9072013417854876e-05
ATP6V1C1	9606.ENSP00000430282	2.3363276543625835e-05
ATP6V1G2	9606.ENSP00000302194	2.1325505304012086e-05
ATP6V0E1	9606.ENSP00000429690	2.2474429984414426e-05
RRAGB	9606.ENSP00000262850	9.055105371386358e-05
ATP6V1G1	9606.ENSP00000363162	3.1680206292448024e-05
LAMTOR2	9606.ENSP00000357288	6.688857260612181e-05
PLEK2	9606.ENSP00000216446	0.0002013398853725732
CYTH3	9606.ENSP00000297044	0.00010254157449181118
RGS11	9606.ENSP00000380876	2.5218560696461267e-05
PLEKHA3	9606.ENSP00000234453	0.0003647798243901837
PLEKHA8	9606.ENSP00000397947	1.3102888788035427e-05
PLEKHA4	9606.ENSP00000263265	7.174313266671848e-06
ANK3	9606.ENSP00000280772	0.00011997534996607722
ARHGAP1	9606.ENSP00000310491	3.4144674416265344e-05
ANK1	9606.ENSP00000265709	0.00012192388245993915
ARHGAP12	9606.ENSP00000345808	8.745029097525508e-06
CERT1	9606.ENSP00000383996	2.594940253212144e-05
OSBP	9606.ENSP00000263847	2.2222267052404707e-05
PIK3CG	9606.ENSP00000419260	0.00016500446010573528
RGS6	9606.ENSP00000451030	2.9709204246969245e-05
ARHGAP9	9606.ENSP00000499232	1.1518651949817322e-05
TIAM1	9606.ENSP00000286827	0.00012053390726983266
CYTH2	9606.ENSP00000493357	0.00043699728293791214
RGS7	9606.ENSP00000355523	3.111577399020011e-05
DOK4	9606.ENSP00000455566	4.8945556046347775e-06
ADAP1	9606.ENSP00000442682	1.882980323360739e-05
ANK2	9606.ENSP00000349588	0.00013426246257787865
OSBPL3	9606.ENSP00000315410	1.3917149947116541e-05
PRKD3	9606.ENSP00000368356	3.593085444519245e-05
BMX	9606.ENSP00000350224	1.565954001063539e-05
OSBPL8	9606.ENSP00000261183	7.284444610836637e-06
DNM2	9606.ENSP00000373905	7.747567267577049e-05
DNM1	9606.ENSP00000362014	6.129388551842325e-05
OSBPL5	9606.ENSP00000263650	3.330415199870317e-05
DGKD	9606.ENSP00000264057	1.500835676578724e-05
PLEKHA2	9606.ENSP00000482228	6.313742614011582e-06
PRNP	9606.ENSP00000399376	6.992190348198359e-05
EEF1G	9606.ENSP00000331901	9.360616708814825e-05
TMED8	9606.ENSP00000216468	7.392139282374844e-07
ALDH18A1	9606.ENSP00000360268	6.724619015130587e-05
HSPE1	9606.ENSP00000233893	5.501409833052321e-05
CLPB	9606.ENSP00000294053	4.228113863101347e-05
CHORDC1	9606.ENSP00000319255	8.798617699783172e-06
UNC45A	9606.ENSP00000407487	6.993670536993586e-06
CACYBP	9606.ENSP00000356652	3.838789339619681e-05
UNC45B	9606.ENSP00000268876	1.2226109128823394e-05
TRAP1	9606.ENSP00000246957	2.8537552095981953e-05
DNAJB4	9606.ENSP00000359799	3.8053912530441554e-05
PTGES3L-AARSD1	9606.ENSP00000409924	1.9055197238880201e-06
HSPH1	9606.ENSP00000487365	4.8637238976480276e-05
SRPK1	9606.ENSP00000362931	3.1672606269256136e-05
SPTSSB	9606.ENSP00000352097	8.29343674740635e-06
TLCD3B	9606.ENSP00000369863	8.533425271046136e-06
ORMDL1	9606.ENSP00000326869	5.675279382938898e-06
ORMDL3	9606.ENSP00000377724	1.6950779720694703e-05
SDSL	9606.ENSP00000341117	2.8648403381625883e-05
SRR	9606.ENSP00000339435	1.2453684921854836e-05
CERS1	9606.ENSP00000485582	7.992877306588244e-06
PSPH	9606.ENSP00000378854	3.101029260655284e-05
GDF1	9606.ENSP00000247005	4.645841971499958e-05
CBS	9606.ENSP00000381231	5.9341464557802884e-05
SDS	9606.ENSP00000257549	2.8285913084352107e-05
SPTSSA	9606.ENSP00000298130	8.29343674740635e-06
ORMDL2	9606.ENSP00000243045	5.675279382938898e-06
RIN1	9606.ENSP00000310406	6.529792580619147e-05
CD2AP	9606.ENSP00000352264	7.891462946610712e-05
ALS2	9606.ENSP00000264276	2.954704106272623e-05
BIN1	9606.ENSP00000316779	7.637714371380972e-05
RAB31	9606.ENSP00000461945	1.806242447434328e-05
RAB5B	9606.ENSP00000353444	2.3680737461015967e-05
ALKBH7	9606.ENSP00000245812	8.893141335871052e-06
ALKBH4	9606.ENSP00000292566	8.893141335871052e-06
NSUN3	9606.ENSP00000318986	8.334801443177346e-06
YTHDC1	9606.ENSP00000463982	0.00014658434704677224
N6AMT1	9606.ENSP00000303584	3.599427926698717e-05
ALKBH8	9606.ENSP00000397673	1.931972761023178e-05
JMJD4	9606.ENSP00000355720	1.5142234941492686e-05
METTL4	9606.ENSP00000458290	3.006170167294708e-05
ALKBH2	9606.ENSP00000398181	1.3911406651874796e-05
YTHDF3	9606.ENSP00000478490	0.00012995481945761862
ALKBH6	9606.ENSP00000368152	8.674790381634302e-06
YTHDF2	9606.ENSP00000444660	0.00012899357324441268
CHGB	9606.ENSP00000368244	9.53786101749546e-06
SCG5	9606.ENSP00000300175	8.302147567383005e-06
LGR5	9606.ENSP00000266674	8.525261954692973e-05
IAPP	9606.ENSP00000240652	3.906229718238272e-05
C17orf97	9606.ENSP00000353245	2.8084919229673056e-05
SCG3	9606.ENSP00000220478	7.850867240688186e-06
SCG2	9606.ENSP00000304133	8.026372297788963e-06
SIX4	9606.ENSP00000216513	1.2925242854709613e-05
EYA3	9606.ENSP00000362978	1.423393735569368e-05
DACH1	9606.ENSP00000482245	3.899186666234079e-05
LBX1	9606.ENSP00000359212	8.8824830948915e-06
EYA4	9606.ENSP00000432770	1.0312480772796325e-05
EYA2	9606.ENSP00000333640	1.62871100851578e-05
EYA1	9606.ENSP00000496255	3.5568903158526525e-05
SLC10A1	9606.ENSP00000216540	2.9794849327359032e-05
NR1H4	9606.ENSP00000447149	6.44256202841075e-05
ABCB4	9606.ENSP00000265723	1.0188328733775522e-05
SLCO1B1	9606.ENSP00000256958	2.5363370842027955e-05
ABCG5	9606.ENSP00000384513	3.6873620273937936e-05
SLCO1A2	9606.ENSP00000305974	1.9136374659329342e-05
SLC51A	9606.ENSP00000296327	1.193889168088419e-05
SLC22A7	9606.ENSP00000361666	7.084389060988222e-06
NR0B2	9606.ENSP00000254227	9.962228520451043e-05
FABP6	9606.ENSP00000377549	1.9649255105187867e-05
ABCB11	9606.ENSP00000497931	1.770915897430573e-05
SLC51B	9606.ENSP00000335292	1.193889168088419e-05
ABCC4	9606.ENSP00000494609	1.8615351761191488e-05
CYP8B1	9606.ENSP00000318867	2.193572762302744e-05
SLCO2B1	9606.ENSP00000289575	8.05739822707434e-06
SLCO1C1	9606.ENSP00000444149	7.45945913064596e-06
SLCO4A1	9606.ENSP00000217159	1.856264751827754e-06
SLC22A1	9606.ENSP00000355930	1.1817695962278151e-05
SLCO1B3	9606.ENSP00000261196	1.3519038844213476e-05
ABCC3	9606.ENSP00000285238	8.09442828236749e-06
SLC10A7	9606.ENSP00000421275	3.6137218567508755e-06
EIF2D	9606.ENSP00000271764	2.0849568070757382e-05
EIF4G2	9606.ENSP00000433664	2.2103679086256725e-05
EIF4B	9606.ENSP00000388806	4.899096303147039e-05
DHX29	9606.ENSP00000251636	2.4946974204070853e-05
EIF2B4	9606.ENSP00000429323	1.1270337832984681e-05
EIF2B5	9606.ENSP00000497160	1.7932882384906025e-05
DDX3X	9606.ENSP00000494040	9.192973668411263e-05
EIF2B3	9606.ENSP00000353575	1.3865033518547947e-05
EEFSEC	9606.ENSP00000254730	5.081547114261252e-05
EIF2B2	9606.ENSP00000266126	1.1270337832984681e-05
ETF1	9606.ENSP00000353741	6.814449400376088e-05
EIF4H	9606.ENSP00000265753	2.5743258379780913e-05
ACE	9606.ENSP00000290866	6.733635815342897e-05
VRK1	9606.ENSP00000216639	5.770705588524907e-05
CPM	9606.ENSP00000339157	9.130690274107707e-07
GPR37L1	9606.ENSP00000356251	4.051218870876668e-06
VRK2	9606.ENSP00000408002	9.773357445515453e-06
H2AC15	9606.ENSP00000482431	0.00014737681123257234
ANKLE2	9606.ENSP00000350686	2.382056321115585e-05
H2AC11	9606.ENSP00000352119	0.00014903676707858998
COIL	9606.ENSP00000240316	2.8721981084813194e-05
EMD	9606.ENSP00000358857	7.719133367808951e-05
H2AC16	9606.ENSP00000482538	0.0001459043494148342
TSEN54	9606.ENSP00000327487	7.84528529730381e-06
H2AC17	9606.ENSP00000352627	0.00016669299234485762
RARS2	9606.ENSP00000358549	2.7917728017107672e-05
BANF2	9606.ENSP00000439128	3.105810382154583e-05
POLB	9606.ENSP00000265421	7.424741420070509e-05
SMUG1	9606.ENSP00000424191	3.2844400317068414e-05
UNG	9606.ENSP00000242576	7.894162943136188e-05
MUTYH	9606.ENSP00000500891	0.00010352153585610295
NEIL2	9606.ENSP00000284503	3.270804380915278e-05
NEIL3	9606.ENSP00000264596	4.2461204551883236e-05
NPM1	9606.ENSP00000296930	0.0006978777367435675
TDP1	9606.ENSP00000337353	6.564317760913573e-05
NEIL1	9606.ENSP00000347170	4.987229573967358e-05
APTX	9606.ENSP00000369145	5.664982991818359e-05
TDP2	9606.ENSP00000367440	3.751075138341393e-05
PNKP	9606.ENSP00000323511	5.655130558280218e-05
PRODH	9606.ENSP00000349577	1.814500759988867e-05
MBD4	9606.ENSP00000249910	3.380797924023107e-05
APEX2	9606.ENSP00000364126	2.4410774774780328e-05
MPG	9606.ENSP00000219431	4.6872207145247266e-05
LIG3	9606.ENSP00000367787	0.00010833394987123852
NTHL1	9606.ENSP00000219066	6.841332036654216e-05
ANP32A	9606.ENSP00000417864	5.272643409872025e-05
UPF1	9606.ENSP00000470142	9.045734988355105e-05
TREH	9606.ENSP00000264029	5.388120310706335e-06
BCL2L2-PABPN1	9606.ENSP00000452479	1.3217520753131916e-06
PABPC5	9606.ENSP00000308012	1.436620496049248e-05
PABPC4	9606.ENSP00000361949	1.94253267160366e-05
HNRNPAB	9606.ENSP00000425031	3.909594004923598e-05
PABPN1L	9606.ENSP00000408598	1.3217520753131916e-06
PABPC1L	9606.ENSP00000255136	1.1580113646176207e-05
UPF2	9606.ENSP00000348708	3.570224052003054e-05
HNRNPL	9606.ENSP00000221419	8.161471675793695e-05
ZC3H14	9606.ENSP00000251038	1.714812509424864e-05
PABPC1L2A	9606.ENSP00000362618	4.6950811516689045e-06
PABPC3	9606.ENSP00000281589	5.493228798865751e-06
PABPC4L	9606.ENSP00000463233	5.493228798865751e-06
UPF3A	9606.ENSP00000364448	2.794232512188261e-05
PCBP1	9606.ENSP00000305556	7.122862544729807e-05
ZCCHC8	9606.ENSP00000438993	1.2559874239270497e-05
EFS	9606.ENSP00000216733	1.2879047286213792e-05
SPATA5L1	9606.ENSP00000305494	8.8517472920794e-06
C12orf43	9606.ENSP00000442224	2.066521397285983e-06
C1orf109	9606.ENSP00000350704	5.721527910202723e-06
SPATA5	9606.ENSP00000274008	1.2124484204528345e-05
PCK2	9606.ENSP00000216780	3.591385572362666e-05
AFMID	9606.ENSP00000328938	1.7909540184081376e-05
PKLR	9606.ENSP00000339933	0.00010478846862276249
RIMKLB	9606.ENSP00000350136	2.0205152308634892e-05
PCK1	9606.ENSP00000319814	5.9056871672922805e-05
ACSS2	9606.ENSP00000253382	3.754466002469493e-05
ALDH5A1	9606.ENSP00000314649	2.25416737093831e-05
NIT2	9606.ENSP00000377696	5.604829682029855e-05
ENO4	9606.ENSP00000345555	3.239341414752062e-05
ERC1	9606.ENSP00000354158	2.6547877445668107e-05
NFKBIE	9606.ENSP00000275015	3.7957947102245455e-05
CDKN2D	9606.ENSP00000377224	0.0010510448354933786
GJA5	9606.ENSP00000484552	2.511618311376468e-05
TLR5	9606.ENSP00000496355	4.5604911300485945e-05
NFKBIZ	9606.ENSP00000325663	2.8758423073234094e-05
CARD11	9606.ENSP00000380150	6.315882497148881e-05
G3BP2	9606.ENSP00000352738	2.7833089774967722e-05
NKIRAS1	9606.ENSP00000393785	4.361877671108933e-06
BRMS1L	9606.ENSP00000216807	3.9791512834727544e-05
PHF12	9606.ENSP00000329933	4.7185716698606004e-05
SINHCAF	9606.ENSP00000337477	4.3674853748529306e-05
SAP30L	9606.ENSP00000297109	4.406934189024843e-05
ING1	9606.ENSP00000364929	9.527195463998073e-05
SIN3B	9606.ENSP00000369131	8.203589351341795e-05
SAP30	9606.ENSP00000296504	8.570834346183435e-05
SAP130	9606.ENSP00000350333	5.6968274192348684e-05
ING2	9606.ENSP00000307183	0.00011317952447119862
SAP18	9606.ENSP00000481842	5.811945560909431e-05
SUDS3	9606.ENSP00000443988	6.208748587428322e-05
PNN	9606.ENSP00000216832	2.8864593776206216e-05
PRPF38B	9606.ENSP00000359042	4.0274508415359735e-06
BCLAF1	9606.ENSP00000435210	5.122736744914059e-05
RNPS1	9606.ENSP00000457723	4.586927658512385e-05
PNISR	9606.ENSP00000496842	1.1708212607712572e-05
DEK	9606.ENSP00000498653	5.7523617926324764e-05
NXF1	9606.ENSP00000436679	8.931772394013193e-05
UPF3B	9606.ENSP00000276201	4.228536814268071e-05
THRAP3	9606.ENSP00000346634	4.523203646338886e-05
ZCCHC17	9606.ENSP00000480986	1.3565475053479094e-06
ACIN1	9606.ENSP00000262710	2.4110520355327472e-05
NCBP3	9606.ENSP00000373657	2.724656856462769e-05
SREK1	9606.ENSP00000334538	1.3290123520876437e-05
SRSF10	9606.ENSP00000420195	4.2142521752048633e-05
CA14	9606.ENSP00000358107	9.143311464535633e-07
CA1	9606.ENSP00000430656	1.2418721243520342e-05
CA5B	9606.ENSP00000314099	1.772439132858654e-06
CA5A	9606.ENSP00000498065	1.772439132858654e-06
SLC34A3	9606.ENSP00000442397	1.4590102629925425e-05
CA8	9606.ENSP00000314407	4.379490896698928e-06
CYP2R1	9606.ENSP00000334592	1.4378676830066165e-05
CA6	9606.ENSP00000366654	5.605708678926173e-06
CA13	9606.ENSP00000318912	9.143311464535633e-07
CA3	9606.ENSP00000285381	3.511014299239795e-06
CA7	9606.ENSP00000345659	4.921545519146513e-06
CYP27B1	9606.ENSP00000228606	3.220921121116298e-05
SLC34A1	9606.ENSP00000321424	1.920158875297676e-05
CA4	9606.ENSP00000300900	6.014056770526529e-06
AURKC	9606.ENSP00000302898	6.612100751101229e-05
SPAG5	9606.ENSP00000323300	0.00021215094905069213
CPEB4	9606.ENSP00000265085	3.285398559880989e-05
DEPDC1	9606.ENSP00000412292	0.00021774523918930075
CKAP5	9606.ENSP00000432768	0.00013602444120491318
CEP192	9606.ENSP00000427550	3.496783203945448e-05
CALU	9606.ENSP00000438248	1.489725855104659e-05
AUNIP	9606.ENSP00000443647	1.2561001421481667e-05
TACC1	9606.ENSP00000321703	2.561186925934313e-05
LATS2	9606.ENSP00000372035	0.0004598216393480308
ECT2	9606.ENSP00000376457	0.00017907592592064121
NIN	9606.ENSP00000371472	5.004316130974307e-05
BORA	9606.ENSP00000479266	4.8748700250634043e-05
AJUBA	9606.ENSP00000262713	3.8949347926708185e-05
CDKN3	9606.ENSP00000335357	0.002916164452333783
PHLDA1	9606.ENSP00000266671	1.1481339855571498e-05
MYBL2	9606.ENSP00000217026	0.0003395926979289982
CPEB3	9606.ENSP00000265997	4.9416346425371756e-05
PTTG1	9606.ENSP00000377536	0.0003432027486554635
MAPRE1	9606.ENSP00000364721	0.00011050301195265189
CPEB2	9606.ENSP00000443985	3.422584578993994e-05
HNRNPD	9606.ENSP00000313199	9.717742441105576e-05
MKI67	9606.ENSP00000357643	0.00029731805981654834
FAM83D	9606.ENSP00000481465	4.294275709936367e-05
EPM2A	9606.ENSP00000356489	1.8272359350055823e-05
PITRM1	9606.ENSP00000370377	5.464023337955872e-06
S1PR1	9606.ENSP00000305416	2.382619002361806e-05
CMC2	9606.ENSP00000219400	7.026256436820212e-06
ZNF622	9606.ENSP00000310042	3.707307515253733e-05
LIN54	9606.ENSP00000341947	0.00017362371395163523
LIN52	9606.ENSP00000451812	0.0002101768382274437
E2F3	9606.ENSP00000262904	0.0009725382008541781
LIN9	9606.ENSP00000329102	0.0002272365152902837
LIN37	9606.ENSP00000301159	0.00018983731871773714
RBL1	9606.ENSP00000362768	0.0006500872519953757
R3HDML	9606.ENSP00000217043	1.5023039646740726e-06
FITM2	9606.ENSP00000380037	1.683326065800292e-06
SALL4	9606.ENSP00000217086	7.855919152527802e-05
CCNQ	9606.ENSP00000402949	1.1690005321925416e-05
MTA1	9606.ENSP00000333633	0.00011774601374053975
ZSCAN10	9606.ENSP00000458879	2.1539235697756575e-05
SALL1	9606.ENSP00000251020	2.707093550634068e-05
MTA3	9606.ENSP00000385823	5.451487895409028e-05
CHN1	9606.ENSP00000386741	1.4401577165775901e-05
NKX2-5	9606.ENSP00000327758	8.228049423803818e-05
GATAD2A	9606.ENSP00000384899	6.378561604825362e-05
HOXA1	9606.ENSP00000494260	1.113346845419111e-05
MTA2	9606.ENSP00000278823	8.706198520298451e-05
UTF1	9606.ENSP00000305906	1.2750217289217433e-05
TBX5	9606.ENSP00000309913	5.7567128704872524e-05
NR0B1	9606.ENSP00000368253	5.706996459630778e-05
ESRRB	9606.ENSP00000370270	5.080254000985053e-05
NSD2	9606.ENSP00000372351	0.00011455145130297268
GPC3	9606.ENSP00000377836	5.3348312596180106e-05
MBD3	9606.ENSP00000412302	4.99439849979118e-05
GATAD2B	9606.ENSP00000357644	6.84050018436205e-05
FOXP1	9606.ENSP00000484803	6.541775839847442e-05
LIN28A	9606.ENSP00000363314	8.783483824827442e-05
CHD3	9606.ENSP00000369716	0.00014227556444454926
ZC3H8	9606.ENSP00000386488	4.495157792655474e-05
CPSF4L	9606.ENSP00000343900	2.0773879040256474e-05
ZC3H3	9606.ENSP00000262577	1.3353312390360408e-05
TPD52L2	9606.ENSP00000217121	7.846957364804217e-06
TPD52L3	9606.ENSP00000341677	3.7216545602043105e-06
GABPB1	9606.ENSP00000220429	5.738722925623997e-05
TPD52L1	9606.ENSP00000306285	3.7216545602043105e-06
TPD52	9606.ENSP00000429309	5.432154667567076e-06
MAL2	9606.ENSP00000479708	3.551974381523424e-06
MALL	9606.ENSP00000272462	3.7981654683538243e-06
CTSZ	9606.ENSP00000217131	2.463843473463449e-05
LMAN1	9606.ENSP00000251047	5.0101669755561104e-05
MC3R	9606.ENSP00000243911	3.680999443144862e-05
TUBB1	9606.ENSP00000217133	2.6266032364454296e-05
MCFD2	9606.ENSP00000386651	6.941639142387297e-06
GNS	9606.ENSP00000258145	8.108362377245244e-06
ARHGEF2	9606.ENSP00000354837	5.4630406698995204e-05
TUBA3C	9606.ENSP00000382982	9.813869554361688e-06
ACRBP	9606.ENSP00000229243	2.529084134557807e-06
DYNC1I1	9606.ENSP00000320130	5.0670366789408336e-05
DYNC2H1	9606.ENSP00000497174	4.873265673998684e-05
TUBA4B	9606.ENSP00000487719	8.938120756445733e-06
SLC16A2	9606.ENSP00000465734	1.057998508067886e-05
BIRC7	9606.ENSP00000217169	4.6297078043410704e-05
NA	9606.ENSP00000398495	0.0001033628097958681
BIRC6	9606.ENSP00000393596	3.2326684790478454e-05
RNF4	9606.ENSP00000426503	0.00011749230722288303
DIABLO	9606.ENSP00000499058	9.172165975678945e-05
UBOX5	9606.ENSP00000217173	6.920388150766882e-06
YOD1	9606.ENSP00000326813	4.089757260050761e-05
SNX15	9606.ENSP00000366452	4.647211628634058e-06
FLAD1	9606.ENSP00000292180	2.321985441669257e-05
VARS1	9606.ENSP00000364815	3.652147971088818e-05
CARS1	9606.ENSP00000369897	2.298425708492026e-05
PAPSS2	9606.ENSP00000406157	1.611023158739667e-05
ABTB1	9606.ENSP00000232744	3.829677945663526e-06
PAPSS1	9606.ENSP00000265174	1.6318529568009465e-05
PELO	9606.ENSP00000274311	4.292775443225641e-05
ST6GALNAC2	9606.ENSP00000225276	4.686294479669342e-06
EEF1D	9606.ENSP00000410059	5.0948759249983184e-05
CLEC10A	9606.ENSP00000254868	6.253868484485717e-06
SRMS	9606.ENSP00000217188	1.6201055593556332e-06
PTK6	9606.ENSP00000442460	4.9874916131922295e-05
C20orf27	9606.ENSP00000217195	3.2457232048115884e-06
RNF111	9606.ENSP00000453015	9.300334455514465e-05
NOLC1	9606.ENSP00000385410	2.751447028771056e-05
FBRS	9606.ENSP00000348489	3.0508783180826933e-05
KIF5B	9606.ENSP00000307078	9.871958188334419e-05
NA	9606.ENSP00000483989	8.033339181442479e-06
CHD5	9606.ENSP00000262450	3.587648146850816e-05
BRD2	9606.ENSP00000378702	0.0001683008939517021
ZMYND8	9606.ENSP00000439800	3.2397090799661e-05
PACS1	9606.ENSP00000316454	1.169262122188811e-05
AUTS2	9606.ENSP00000344087	3.7834596710397e-05
KIF5C	9606.ENSP00000393379	4.872838466780032e-05
MACROD2	9606.ENSP00000217246	7.670204170999024e-06
ADPRHL2	9606.ENSP00000362273	1.3750558317208318e-05
PARG	9606.ENSP00000384408	4.0008015428872434e-05
OARD1	9606.ENSP00000420484	8.460707582404848e-06
FLRT3	9606.ENSP00000339912	1.303068830959403e-05
PARP10	9606.ENSP00000434776	2.9087717017115418e-05
RSPO4	9606.ENSP00000217260	2.201136980558243e-05
LGR6	9606.ENSP00000356247	3.0239673955773554e-05
ZNRF3	9606.ENSP00000443824	5.180867771653016e-05
LGR4	9606.ENSP00000368516	3.231832507316647e-05
PROKR2	9606.ENSP00000217270	1.3676504432344725e-05
TAC3	9606.ENSP00000483110	2.0097100335756933e-05
ANOS1	9606.ENSP00000262648	1.5086638787223395e-05
KISS1	9606.ENSP00000356162	2.8136261186945644e-05
PROK2	9606.ENSP00000295619	1.716563885452876e-05
HESX1	9606.ENSP00000498190	1.4377666283086888e-05
PROK1	9606.ENSP00000271331	5.899172115343841e-06
NSMF	9606.ENSP00000360530	1.1949736447036205e-05
FBLIM1	9606.ENSP00000416387	1.0799380791230963e-05
CDK5RAP1	9606.ENSP00000217372	2.2312252867027646e-05
CDK5	9606.ENSP00000419782	0.001232542988450405
TRIT1	9606.ENSP00000321810	2.2480205313682263e-05
CDK5R1	9606.ENSP00000318486	0.0001253029191182421
SGCB	9606.ENSP00000370839	2.2740116517847124e-05
SGCG	9606.ENSP00000218867	2.2758772801714916e-05
SNTB2	9606.ENSP00000338191	2.0106898256431303e-05
SNTG1	9606.ENSP00000493900	1.547164859649203e-05
SGCD	9606.ENSP00000338343	2.7730562582704178e-05
NOS1AP	9606.ENSP00000355133	1.2334788052427035e-05
ATP2B4	9606.ENSP00000350310	1.9354564864769872e-05
SSPN	9606.ENSP00000242729	1.5576395596978154e-05
MAGEE1	9606.ENSP00000354912	2.6568570687996525e-06
SNTG2	9606.ENSP00000311837	1.570110732686878e-05
DTNA	9606.ENSP00000470152	2.4447545802604208e-05
DTNB	9606.ENSP00000384084	1.438863554498429e-05
SGCA	9606.ENSP00000262018	2.3503904140880232e-05
CAV3	9606.ENSP00000341940	7.76386219779262e-05
SGCE	9606.ENSP00000496268	2.5503934907189984e-05
SNTB1	9606.ENSP00000378965	1.5945725080626743e-05
UTRN	9606.ENSP00000356515	2.8136700833862094e-05
OXT	9606.ENSP00000217386	5.8840528993740216e-05
NPS	9606.ENSP00000381105	9.68662629750903e-06
PMCH	9606.ENSP00000332225	2.9418448961804584e-05
HCRT	9606.ENSP00000293330	4.4846392750600465e-05
OTP	9606.ENSP00000302814	3.6847335669019495e-06
PDYN	9606.ENSP00000440185	4.00909624354434e-05
TRH	9606.ENSP00000303452	4.119264907009323e-05
ADRB2	9606.ENSP00000305372	8.357573893750492e-05
ADORA1	9606.ENSP00000356205	1.8588175458567186e-05
HTR1B	9606.ENSP00000358963	3.190845537219022e-05
TAC1	9606.ENSP00000321106	5.975866994973467e-05
LNPEP	9606.ENSP00000231368	1.8373527418844115e-05
PTGER3	9606.ENSP00000349003	2.691362542174426e-05
SSTR2	9606.ENSP00000350198	1.9826646223819478e-05
SSTR1	9606.ENSP00000267377	1.6406933763065047e-05
SIM1	9606.ENSP00000358210	1.055004833437422e-05
NPY1R	9606.ENSP00000354652	1.582890623805724e-05
GABBR1	9606.ENSP00000366233	4.537539334120653e-05
MAGEL2	9606.ENSP00000497810	1.3066950761952542e-05
